# chan,time,lonWG,latWG,slantRange,lonTarg,latTarg,lrauvHeading,planarRange,lrauvDepth
0.000000000000000000e+00,1.760369889396849871e+09,-1.219469837806946231e+02,3.669507062424561639e+01,-1.000000000000000000e+00,4.053016219307966850e+00,3.669507062424951727e+01,2.999999999999999889e-01,-1.000000000000000000e+00,-4.035048782825469971e-01
0.000000000000000000e+00,1.760369889599925756e+09,-1.219469837806946231e+02,3.669507062424561639e+01,0.000000000000000000e+00,4.053015083416805275e+00,3.669507041298837891e+01,5.854471667543128532e-01,0.000000000000000000e+00,-4.035098552703857422e-01
0.000000000000000000e+00,1.760369889601615906e+09,-1.219469837806946231e+02,3.669507060393890185e+01,-1.000000000000000000e+00,4.053015083416805275e+00,3.669507041298837891e+01,2.854471667543128643e-01,-1.000000000000000000e+00,-4.035098552703857422e-01
0.000000000000000000e+00,1.760369889816025496e+09,-1.219469837454447969e+02,3.669507060393890185e+01,0.000000000000000000e+00,4.053015973144357353e+00,3.669507082935237463e+01,4.179124798198263768e-01,0.000000000000000000e+00,-4.035098552703857422e-01
0.000000000000000000e+00,1.760369889817657948e+09,-1.219469837454447969e+02,3.669507060393890185e+01,-1.000000000000000000e+00,4.053015973144357353e+00,3.669507082935237463e+01,5.520541729454094826e-01,-1.000000000000000000e+00,-4.035098552703857422e-01
0.000000000000000000e+00,1.760369889940742970e+09,-1.219469837454447969e+02,3.669507060393890185e+01,0.000000000000000000e+00,4.053015861838455081e+00,3.669507143070134703e+01,6.883063605376815719e-01,0.000000000000000000e+00,-4.035031199455261230e-01
0.000000000000000000e+00,1.760369889942123175e+09,-1.219469837454447969e+02,3.669507058302195190e+01,-1.000000000000000000e+00,4.053015861838455081e+00,3.669507143070134703e+01,3.883063605376815830e-01,-1.000000000000000000e+00,-4.035031199455261230e-01
0.000000000000000000e+00,1.760369890158670425e+09,-1.219469837091610316e+02,3.669507058302195190e+01,0.000000000000000000e+00,4.053015348619418923e+00,3.669507214184629618e+01,5.186610077294049326e-01,0.000000000000000000e+00,-4.035031199455261230e-01
0.000000000000000000e+00,1.760369890160326481e+09,-1.219469837091610316e+02,3.669507058302195190e+01,-1.000000000000000000e+00,4.053015348619418923e+00,3.669507214184629618e+01,6.528662755804427453e-01,-1.000000000000000000e+00,-4.035005271434783936e-01
0.000000000000000000e+00,1.760369890288259983e+09,-1.219469837091610316e+02,3.669507056915664123e+01,0.000000000000000000e+00,4.053016948653199947e+00,3.669507069280650313e+01,3.528662755804427564e-01,0.000000000000000000e+00,-4.035005271434783936e-01
0.000000000000000000e+00,1.760369890289651394e+09,-1.219469836935749356e+02,3.669507056915664123e+01,-1.000000000000000000e+00,4.053016948653199947e+00,3.669507069280650313e+01,4.832243186409576063e-01,-1.000000000000000000e+00,-4.035005271434783936e-01
0.000000000000000000e+00,1.760369890505684137e+09,-1.219469836935749356e+02,3.669507056915664123e+01,0.000000000000000000e+00,4.053015833910945886e+00,3.669506855554796942e+01,6.174262740393169357e-01,0.000000000000000000e+00,-4.035005271434783936e-01
0.000000000000000000e+00,1.760369890507207394e+09,-1.219469836935749356e+02,3.669507056915664123e+01,-1.000000000000000000e+00,4.053015833910945886e+00,3.669506855554796942e+01,7.536748873307618224e-01,-1.000000000000000000e+00,-4.035020768642425537e-01
0.000000000000000000e+00,1.760369890631669521e+09,-1.219469836935749356e+02,3.669507055521948757e+01,0.000000000000000000e+00,4.053015092966153254e+00,3.669506997330644538e+01,4.536748873307618335e-01,0.000000000000000000e+00,-4.035020768642425537e-01
0.000000000000000000e+00,1.760369890633424759e+09,-1.219469836779356626e+02,3.669507055521948757e+01,-1.000000000000000000e+00,4.053015092966153254e+00,3.669506997330644538e+01,5.840307502806449946e-01,-1.000000000000000000e+00,-4.035020768642425537e-01
0.000000000000000000e+00,1.760369890847985506e+09,-1.219469836779356626e+02,3.669507055521948757e+01,0.000000000000000000e+00,4.053017906991295938e+00,3.669506960031587539e+01,7.182360954087649851e-01,0.000000000000000000e+00,-4.034937322139739990e-01
0.000000000000000000e+00,1.760369890849430084e+09,-1.219469836779356626e+02,3.669507056641707265e+01,-1.000000000000000000e+00,4.053017906991295938e+00,3.669506960031587539e+01,4.182360954087649962e-01,-1.000000000000000000e+00,-4.034937322139739990e-01
0.000000000000000000e+00,1.760369890978246450e+09,-1.219469836655784150e+02,3.669507056641707265e+01,0.000000000000000000e+00,4.053016463584235396e+00,3.669507108604589973e+01,5.448891335292214144e-01,0.000000000000000000e+00,-4.034937322139739990e-01
0.000000000000000000e+00,1.760369890979558945e+09,-1.219469836655784150e+02,3.669507056641707265e+01,-1.000000000000000000e+00,4.053016463584235396e+00,3.669507108604589973e+01,6.790689699125214140e-01,-1.000000000000000000e+00,-4.034937322139739990e-01
0.000000000000000000e+00,1.760369891198418379e+09,-1.219469836655784150e+02,3.669507056641707265e+01,0.000000000000000000e+00,4.053017587466869465e+00,3.669507028202151844e+01,8.153424469327442692e-01,0.000000000000000000e+00,-4.034942984580993652e-01
0.000000000000000000e+00,1.760369891199897051e+09,-1.219469836655784150e+02,3.669507057768762337e+01,-1.000000000000000000e+00,4.053017587466869465e+00,3.669507028202151844e+01,5.153424469327443358e-01,-1.000000000000000000e+00,-4.034942984580993652e-01
0.000000000000000000e+00,1.760369891325952530e+09,-1.219469836534808138e+02,3.669507057768762337e+01,0.000000000000000000e+00,4.053016516654996515e+00,3.669506990308935457e+01,6.420199106063961825e-01,0.000000000000000000e+00,-4.034942984580993652e-01
0.000000000000000000e+00,1.760369891327479124e+09,-1.219469836534808138e+02,3.669507057768762337e+01,-1.000000000000000000e+00,4.053016516654996515e+00,3.669506990308935457e+01,7.762016410953673784e-01,-1.000000000000000000e+00,-4.034943282604217529e-01
0.000000000000000000e+00,1.760369891556044579e+09,-1.219469836534808138e+02,3.669507054698130588e+01,0.000000000000000000e+00,4.053016076135298462e+00,3.669507064708007249e+01,4.762016410953673895e-01,0.000000000000000000e+00,-4.034943282604217529e-01
0.000000000000000000e+00,1.760369891557476282e+09,-1.219469836367255482e+02,3.669507054698130588e+01,-1.000000000000000000e+00,4.053016076135298462e+00,3.669507064708007249e+01,6.065891762117056052e-01,-1.000000000000000000e+00,-4.034943282604217529e-01
0.000000000000000000e+00,1.760369891682668447e+09,-1.219469836367255482e+02,3.669507054698130588e+01,0.000000000000000000e+00,4.053017284963296163e+00,3.669507126306783817e+01,7.407896170985835971e-01,0.000000000000000000e+00,-4.034943282604217529e-01
0.000000000000000000e+00,1.760369891684061766e+09,-1.219469836367255482e+02,3.669507054698130588e+01,-1.000000000000000000e+00,4.053017284963296163e+00,3.669507126306783817e+01,8.770377268216418276e-01,-1.000000000000000000e+00,-4.034896790981292725e-01
0.000000000000000000e+00,1.760369891903331995e+09,-1.219469836367255482e+02,3.669507051815303100e+01,0.000000000000000000e+00,4.053015401064093304e+00,3.669506936167051947e+01,5.770377268216417832e-01,0.000000000000000000e+00,-4.034896790981292725e-01
0.000000000000000000e+00,1.760369891905047655e+09,-1.219469836217447494e+02,3.669507051815303100e+01,-1.000000000000000000e+00,4.053015401064093304e+00,3.669506936167051947e+01,7.073946786765933359e-01,-1.000000000000000000e+00,-4.034896790981292725e-01
0.000000000000000000e+00,1.760369892031634331e+09,-1.219469836217447494e+02,3.669507051815303100e+01,0.000000000000000000e+00,4.053016201336102853e+00,3.669507164082688178e+01,8.415997366728686924e-01,0.000000000000000000e+00,-4.034926295280456543e-01
0.000000000000000000e+00,1.760369892033216953e+09,-1.219469836217447494e+02,3.669507048860581477e+01,-1.000000000000000000e+00,4.053016201336102853e+00,3.669507164082688178e+01,5.415997366728686480e-01,-1.000000000000000000e+00,-4.034926295280456543e-01
0.000000000000000000e+00,1.760369892253042936e+09,-1.219469836069742001e+02,3.669507048860581477e+01,0.000000000000000000e+00,4.053014174553127624e+00,3.669507096801515189e+01,6.719588456713543323e-01,0.000000000000000000e+00,-4.034926295280456543e-01
0.000000000000000000e+00,1.760369892254693985e+09,-1.219469836069742001e+02,3.669507048860581477e+01,-1.000000000000000000e+00,4.053014174553127624e+00,3.669507096801515189e+01,8.061607941057081783e-01,-1.000000000000000000e+00,-4.034926295280456543e-01
0.000000000000000000e+00,1.760369892381142616e+09,-1.219469836069742001e+02,3.669507048860581477e+01,0.000000000000000000e+00,4.053015431596731943e+00,3.669507094219567733e+01,9.424087112731777127e-01,0.000000000000000000e+00,-4.034926295280456543e-01
0.000000000000000000e+00,1.760369892382427454e+09,-1.219469836069742001e+02,3.669507048860581477e+01,-1.000000000000000000e+00,4.053015431596731943e+00,3.669507094219567733e+01,1.078330965586567158e+00,-1.000000000000000000e+00,-4.034926295280456543e-01
0.000000000000000000e+00,1.760369892602245808e+09,-1.219469836069742001e+02,3.669507048860581477e+01,0.000000000000000000e+00,4.053015671124253316e+00,3.669506991285963693e+01,1.214220144703025861e+00,0.000000000000000000e+00,-4.034958183765411377e-01
0.000000000000000000e+00,1.760369892603877306e+09,-1.219469836069742001e+02,3.669507071782528840e+01,-1.000000000000000000e+00,4.053015671124253316e+00,3.669506991285963693e+01,9.142201447030258166e-01,-1.000000000000000000e+00,-4.034958183765411377e-01
0.000000000000000000e+00,1.760369892731620073e+09,-1.219469839847954233e+02,3.669507071782528840e+01,0.000000000000000000e+00,4.053015838955788652e+00,3.669507154871054411e+01,6.353795816867635615e-01,0.000000000000000000e+00,-4.034958183765411377e-01
0.000000000000000000e+00,1.760369892733026743e+09,-1.219469839847954233e+02,3.669507071782528840e+01,-1.000000000000000000e+00,4.053015838955788652e+00,3.669507154871054411e+01,7.420829120283731761e-01,-1.000000000000000000e+00,-4.034919142723083496e-01
0.000000000000000000e+00,1.760369892949532270e+09,-1.219469839847954233e+02,3.669507070972408513e+01,0.000000000000000000e+00,4.053013846827729694e+00,3.669507186393997245e+01,4.420829120283731872e-01,0.000000000000000000e+00,-4.034919142723083496e-01
0.000000000000000000e+00,1.760369892951390982e+09,-1.219469839764092143e+02,3.669507070972408513e+01,-1.000000000000000000e+00,4.053013846827729694e+00,3.669507186393997245e+01,5.717884338055981841e-01,-1.000000000000000000e+00,-4.034919142723083496e-01
0.000000000000000000e+00,1.760369893080855370e+09,-1.219469839764092143e+02,3.669507070972408513e+01,0.000000000000000000e+00,4.053014955734608016e+00,3.669506954962847090e+01,7.060580259114931367e-01,0.000000000000000000e+00,-4.034919142723083496e-01
0.000000000000000000e+00,1.760369893082550049e+09,-1.219469839764092143e+02,3.669507070972408513e+01,-1.000000000000000000e+00,4.053014955734608016e+00,3.669506954962847090e+01,8.423101795728318297e-01,-1.000000000000000000e+00,-4.034919142723083496e-01
0.000000000000000000e+00,1.760369893297125578e+09,-1.219469839764092143e+02,3.669507070972408513e+01,0.000000000000000000e+00,4.053016588025702305e+00,3.669507138732009821e+01,9.782310410804287981e-01,0.000000000000000000e+00,-4.034915566444396973e-01
0.000000000000000000e+00,1.760369893298635006e+09,-1.219469839764092143e+02,3.669507070972408513e+01,-1.000000000000000000e+00,4.053016588025702305e+00,3.669507138732009821e+01,1.114120210208793038e+00,-1.000000000000000000e+00,-4.034915566444396973e-01
0.000000000000000000e+00,1.760369893425767660e+09,-1.219469839764092143e+02,3.669507070972408513e+01,0.000000000000000000e+00,4.053016319630422082e+00,3.669507048319211862e+01,1.249998459047641841e+00,0.000000000000000000e+00,-4.034915566444396973e-01
0.000000000000000000e+00,1.760369893427141428e+09,-1.219469839764092143e+02,3.669507070972408513e+01,-1.000000000000000000e+00,4.053016319630422082e+00,3.669507048319211862e+01,1.385875666684360574e+00,-1.000000000000000000e+00,-4.034831523895263672e-01
0.000000000000000000e+00,1.760369893647378922e+09,-1.219469839764092143e+02,3.669507078772476660e+01,0.000000000000000000e+00,4.053015864996592832e+00,3.669507003999912342e+01,1.085875666684360530e+00,0.000000000000000000e+00,-4.034831523895263672e-01
0.000000000000000000e+00,1.760369893648615360e+09,-1.219469839764092143e+02,3.669507078772476660e+01,-1.000000000000000000e+00,4.053015864996592832e+00,3.669507003999912342e+01,1.212559678433808408e+00,-1.000000000000000000e+00,-4.034831523895263672e-01
0.000000000000000000e+00,1.760369893774398327e+09,-1.219469839764092143e+02,3.669507078772476660e+01,0.000000000000000000e+00,4.053017217538386952e+00,3.669507100174531899e+01,1.346741176657512362e+00,0.000000000000000000e+00,-4.034831523895263672e-01
