# chan,time,lonWG,latWG,slantRange,lonTarg,latTarg,lrauvHeading,planarRange,lrauvDepth
0.000000000000000000e+00,1.760547916814736128e+09,-1.219364796548005074e+02,3.669359993170833434e+01,-1.000000000000000000e+00,-1.219364796547977363e+02,3.669359993171207179e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.034391641616821289e-01
0.000000000000000000e+00,1.760547916825513363e+09,-1.219364796548005074e+02,3.669359993170833434e+01,-1.000000000000000000e+00,-1.219364796547977363e+02,3.669359993171207179e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.034353494644165039e-01
0.000000000000000000e+00,1.760547916930530071e+09,-1.219364793817708517e+02,3.669360001057521004e+01,-1.000000000000000000e+00,-1.219364793817680805e+02,3.669360001057894749e+01,-2.399999999999999911e-01,0.000000000000000000e+00,-4.034208059310913086e-01
8.000000000000000000e+00,1.760547917964294672e+09,-1.219364793617672547e+02,3.669360001057521004e+01,6.139768218994140625e+01,-1.219364833080548749e+02,3.669359569709113345e+01,-2.399999999999999911e-01,6.139768218994140625e+01,-4.034208059310913086e-01
8.000000000000000000e+00,1.760547917976111412e+09,-1.219364793617672547e+02,3.669360001057521004e+01,-1.000000000000000000e+00,-1.219364833080548749e+02,3.669359569709113345e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.034208059310913086e-01
8.000000000000000000e+00,1.760547918077261209e+09,-1.219364786387639725e+02,3.669359994632094413e+01,-1.000000000000000000e+00,-1.219364833080548749e+02,3.669359569709113345e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.033824801445007324e-01
8.000000000000000000e+00,1.760547918254471779e+09,-1.219364647513648379e+02,3.669360006010018793e+01,-1.000000000000000000e+00,-1.219364833080548749e+02,3.669359569709113345e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.027865529060363770e-01
8.000000000000000000e+00,1.760547918356504202e+09,-1.219364600202728042e+02,3.669360030977772880e+01,-1.000000000000000000e+00,-1.219364833080548749e+02,3.669359569709113345e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.023295044898986816e-01
8.000000000000000000e+00,1.760547918467461109e+09,-1.219364565680752150e+02,3.669360053362770913e+01,-1.000000000000000000e+00,-1.219364833080548749e+02,3.669359569709113345e+01,-1.199999999999999956e-01,0.000000000000000000e+00,-4.032130539417266846e-01
8.000000000000000000e+00,1.760547918598370790e+09,-1.219364506975183389e+02,3.669360099384032736e+01,-1.000000000000000000e+00,-1.219364833080548749e+02,3.669359569709113345e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.035869240760803223e-01
8.000000000000000000e+00,1.760547918701588631e+09,-1.219364433869730817e+02,3.669360084619113849e+01,-1.000000000000000000e+00,-1.219364833080548749e+02,3.669359569709113345e+01,-1.199999999999999956e-01,0.000000000000000000e+00,-4.032882153987884521e-01
8.000000000000000000e+00,1.760547918828184843e+09,-1.219364410438641642e+02,3.669360102433682869e+01,-1.000000000000000000e+00,-1.219364833080548749e+02,3.669359569709113345e+01,-1.199999999999999956e-01,0.000000000000000000e+00,-4.029702544212341309e-01
