# chan,time,lonWG,latWG,slantRange,lonTarg,latTarg,lrauvHeading,planarRange,lrauvDepth
8.000000000000000000e+00,1.760374841803082228e+09,-1.219364824100855884e+02,3.669360000829883006e+01,9.517423706054687500e+02,4.063485276813002756e+00,3.669376266042485923e+01,1.704750429955245172e-01,9.517423706054687500e+02,-4.034865200519561768e-01
8.000000000000000000e+00,1.760374848286064386e+09,-1.219360621254921995e+02,3.669363844051118662e+01,9.607430419921875000e+02,4.062803831625298123e+00,3.669392008368313896e+01,3.077774108673565490e-01,9.607430419921875000e+02,6.159893989562988281e+00
8.000000000000000000e+00,1.760374857367566347e+09,-1.219353460399171212e+02,3.669378926339494740e+01,9.720117187500000000e+02,4.063659702076675373e+00,3.669295720501571623e+01,4.441613228035610761e-01,9.720117187500000000e+02,2.700175857543945312e+01
8.000000000000000000e+00,1.760374865230843306e+09,-1.219347041792361068e+02,3.669399745250184708e+01,9.775648193359375000e+02,4.063079272826696453e+00,3.669530014918139926e+01,5.802173883060013360e-01,9.775648193359375000e+02,2.334252929687500000e+01
8.000000000000000000e+00,1.760374874089626312e+09,-1.219340366190767071e+02,3.669431326116136205e+01,9.783535156250000000e+02,4.062778894492755200e+00,3.669821682471817326e+01,7.162660517984071884e-01,9.783535156250000000e+02,2.843725013732910156e+01
8.000000000000000000e+00,1.760374881777585983e+09,-1.219334964643700943e+02,3.669466085212332018e+01,9.740045166015625000e+02,4.062220398282748057e+00,3.669997526343009753e+01,8.523003806452577047e-01,9.740045166015625000e+02,2.196540069580078125e+01
8.000000000000000000e+00,1.760374890550334692e+09,-1.219327084517916830e+02,3.669538007863527440e+01,9.576214599609375000e+02,4.060290628904541066e+00,3.670119138069664899e+01,9.881562998774984230e-01,9.576214599609375000e+02,-3.661952912807464600e-01
8.000000000000000000e+00,1.760374898190961361e+09,-1.219323177850750142e+02,3.669581305494617851e+01,9.484195556640625000e+02,4.060626019245367146e+00,3.670162527537944186e+01,1.123705129279274795e+00,9.484195556640625000e+02,6.530081748962402344e+00
8.000000000000000000e+00,1.760374906828323841e+09,-1.219319744817681226e+02,3.669634736321028612e+01,9.325052490234375000e+02,4.060511586497501213e+00,3.670177260670487129e+01,1.257533746453171730e+00,9.325052490234375000e+02,2.709169197082519531e+01
8.000000000000000000e+00,1.760374914553808212e+09,-1.219317414755626316e+02,3.669687014900245714e+01,9.132973022460937500e+02,4.060413034912853547e+00,3.670182092075207692e+01,1.385137323637100515e+00,9.132973022460937500e+02,2.333797836303710938e+01
8.000000000000000000e+00,1.760374923376869678e+09,-1.219315796831454719e+02,3.669747885729698567e+01,8.875463256835937500e+02,4.060389867799752750e+00,3.670184692870216026e+01,1.492791884548955172e+00,8.875463256835937500e+02,2.841042900085449219e+01
8.000000000000000000e+00,1.760374931284011602e+09,-1.219315075986706205e+02,3.669803096386005592e+01,8.621463623046875000e+02,4.060320325701771260e+00,3.670181739412058874e+01,1.591320518255172400e+00,8.621463623046875000e+02,2.201395988464355469e+01
8.000000000000000000e+00,1.760374939052275896e+09,-1.219315222125576952e+02,3.669887365079093655e+01,8.206623535156250000e+02,4.060308522342239712e+00,3.670198867330066861e+01,1.441021167610931242e+00,8.206623535156250000e+02,7.177586555480957031e+00
8.000000000000000000e+00,1.760374948143335819e+09,-1.219314867537209182e+02,3.669959078333493352e+01,7.950390625000000000e+02,4.060281263733394042e+00,3.670207018165783097e+01,1.529828539213644811e+00,7.950390625000000000e+02,4.844638824462890625e+00
8.000000000000000000e+00,1.760374956044159889e+09,-1.219314610653600965e+02,3.670012050903466161e+01,7.819867553710937500e+02,4.060268535671862189e+00,3.670211614436426828e+01,1.615435498407805648e+00,7.819867553710937500e+02,2.288466262817382812e+01
8.000000000000000000e+00,1.760374964953233480e+09,-1.219314750399283582e+02,3.670074360403962288e+01,7.682190551757812500e+02,4.060208653549317148e+00,3.670207967334199139e+01,1.635473696866640569e+00,7.682190551757812500e+02,2.509572792053222656e+01
8.000000000000000000e+00,1.760374973008999586e+09,-1.219315166015203289e+02,3.670129733500144908e+01,7.584017333984375000e+02,4.060173869789849732e+00,3.670211155627948330e+01,1.598017322048962630e+00,7.584017333984375000e+02,2.443028259277343750e+01
8.000000000000000000e+00,1.760374981690278053e+09,-1.219315659845880049e+02,3.670192089007370839e+01,7.529851684570312500e+02,4.060109169345453850e+00,3.670210625827505169e+01,1.671106125893370598e+00,7.529851684570312500e+02,2.382347297668457031e+01
8.000000000000000000e+00,1.760374989520210981e+09,-1.219316571583485569e+02,3.670272613298894981e+01,7.530507202148437500e+02,4.060043799007363674e+00,3.670200936132242475e+01,1.770906437847016734e+00,7.530507202148437500e+02,7.971868515014648438e+00
8.000000000000000000e+00,1.760374998622420311e+09,-1.219317970196483998e+02,3.670345755896707374e+01,7.570910644531250000e+02,4.059993187378536206e+00,3.670198932293547500e+01,1.864926949163006054e+00,7.570910644531250000e+02,4.532851696014404297e+00
8.000000000000000000e+00,1.760375006429483175e+09,-1.219319650420384704e+02,3.670397155744916518e+01,7.605327758789062500e+02,4.059950872274533218e+00,3.670200321095711615e+01,1.803067708646892919e+00,7.605327758789062500e+02,2.252012443542480469e+01
8.000000000000000000e+00,1.760375015246356726e+09,-1.219321747335509940e+02,3.670457184158922104e+01,7.683436279296875000e+02,4.059904106002420576e+00,3.670200132487361344e+01,1.885414422637468501e+00,7.683436279296875000e+02,2.545846176147460938e+01
8.000000000000000000e+00,1.760375023541519165e+09,-1.219323764383220947e+02,3.670510134804742108e+01,7.789656982421875000e+02,4.059847567814562019e+00,3.670201686980851719e+01,1.986084574530894820e+00,7.789656982421875000e+02,2.406229400634765625e+01
8.000000000000000000e+00,1.760375032247435093e+09,-1.219326611975502885e+02,3.670568237407231038e+01,7.913257446289062500e+02,4.059790632891055573e+00,3.670202181929342089e+01,2.074836640504455598e+00,7.913257446289062500e+02,2.425936889648437500e+01
8.000000000000000000e+00,1.760375040155270815e+09,-1.219331194341335163e+02,3.670638972279316903e+01,8.064923095703125000e+02,4.059778031120418795e+00,3.670196485298278333e+01,2.157783137381112937e+00,8.064923095703125000e+02,8.636113166809082031e+00
8.000000000000000000e+00,1.760375049341586590e+09,-1.219335884363474634e+02,3.670703331414857473e+01,8.230241699218750000e+02,4.059708591747203776e+00,3.670197755030250875e+01,2.263046236198916539e+00,8.230241699218750000e+02,4.188626289367675781e+00
8.000000000000000000e+00,1.760375058024467707e+09,-1.219339958506955526e+02,3.670744755060289322e+01,8.345302734375000000e+02,4.059697278516465779e+00,3.670193644586825599e+01,2.310359086906084158e+00,8.345302734375000000e+02,2.213534355163574219e+01
8.000000000000000000e+00,1.760375065566321611e+09,-1.219344544897203804e+02,3.670786314335821032e+01,8.463265991210937500e+02,4.059650456851609412e+00,3.670192217698194526e+01,2.398333367808039629e+00,8.463265991210937500e+02,2.779417228698730469e+01
8.000000000000000000e+00,1.760375074449093819e+09,-1.219350140581981492e+02,3.670829476129324576e+01,8.591481933593750000e+02,4.059639330002190682e+00,3.670188490293949712e+01,2.495574820672936234e+00,8.591481933593750000e+02,2.387164306640625000e+01
