# chan,time,lonWG,latWG,slantRange,lonTarg,latTarg,lrauvHeading,planarRange,lrauvDepth
8.000000000000000000e+00,1.760653832212196350e+09,-1.219364815297566054e+02,3.669360004311065637e+01,6.093103027343750000e+01,-1.219364801253317836e+02,3.669360456082176114e+01,0.000000000000000000e+00,6.093103027343750000e+01,-4.033619463443756104e-01
8.000000000000000000e+00,1.760653832254019737e+09,-1.219364813384219843e+02,3.669360007280248226e+01,-1.000000000000000000e+00,-1.219364801253317836e+02,3.669360456082176114e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.033462405204772949e-01
8.000000000000000000e+00,1.760653833633714437e+09,-1.219363525798779477e+02,3.669360066046620972e+01,-1.000000000000000000e+00,-1.219364801253317836e+02,3.669360456082176114e+01,-2.399999999999999911e-01,0.000000000000000000e+00,-3.988772928714752197e-01
8.000000000000000000e+00,1.760653835324960709e+09,-1.219361020011575789e+02,3.669370186837226555e+01,-1.000000000000000000e+00,-1.219364801253317836e+02,3.669360456082176114e+01,-2.399999999999999911e-01,0.000000000000000000e+00,1.490369677543640137e+00
8.000000000000000000e+00,1.760653837124707937e+09,-1.219362127189678802e+02,3.669386971674125419e+01,6.850987243652343750e+01,-1.219364046567849016e+02,3.669368703733067605e+01,0.000000000000000000e+00,6.850987243652343750e+01,5.353190422058105469e+00
8.000000000000000000e+00,1.760653837154550314e+09,-1.219362540580035130e+02,3.669387988490843355e+01,-1.000000000000000000e+00,-1.219364046567849016e+02,3.669368703733067605e+01,-1.199999999999999956e-01,0.000000000000000000e+00,6.076389789581298828e+00
8.000000000000000000e+00,1.760653839339978695e+09,-1.219365516561677651e+02,3.669376793797324865e+01,-1.000000000000000000e+00,-1.219364046567849016e+02,3.669368703733067605e+01,-1.199999999999999956e-01,0.000000000000000000e+00,8.396200180053710938e+00
8.000000000000000000e+00,1.760653841679748774e+09,-1.219366479306541891e+02,3.669351158479892661e+01,-1.000000000000000000e+00,-1.219364046567849016e+02,3.669368703733067605e+01,-2.399999999999999911e-01,0.000000000000000000e+00,1.129088592529296875e+01
8.000000000000000000e+00,1.760653843826168776e+09,-1.219364359950306209e+02,3.669335096840609367e+01,-1.000000000000000000e+00,-1.219364046567849016e+02,3.669368703733067605e+01,1.199999999999999956e-01,0.000000000000000000e+00,1.446211528778076172e+01
8.000000000000000000e+00,1.760653846044464350e+09,-1.219361759437283013e+02,3.669340188104990119e+01,9.593616485595703125e+01,-1.219365007487881911e+02,3.669380896097205635e+01,-2.399999999999999911e-01,9.593616485595703125e+01,1.781592941284179688e+01
