# chan,time,lonWG,latWG,slantRange,lonTarg,latTarg,lrauvHeading,planarRange,lrauvDepth
8.000000000000000000e+00,1.760997746015574455e+09,-1.219369842572803151e+02,3.669300011987645860e+01,1.111296691894531250e+02,-1.219369895440267726e+02,3.669300350907863617e+01,0.000000000000000000e+00,1.111296691894531250e+02,-4.033004641532897949e-01
8.000000000000000000e+00,1.760997746035453796e+09,-1.219369839437269150e+02,3.669299999347593655e+01,-1.000000000000000000e+00,-1.219369895440267726e+02,3.669300350907863617e+01,1.199999999999999956e-01,-1.000000000000000000e+00,-4.032647609710693359e-01
8.000000000000000000e+00,1.760997747337735891e+09,-1.219369505138213015e+02,3.669299977216927289e+01,-1.000000000000000000e+00,-1.219365894391803522e+02,3.669314476568168004e+01,0.000000000000000000e+00,-1.000000000000000000e+00,-4.031017124652862549e-01
8.000000000000000000e+00,1.760997748170473576e+09,-1.219367857881309760e+02,3.669297695884041133e+01,-1.000000000000000000e+00,-1.219365894391803522e+02,3.669314476568168004e+01,0.000000000000000000e+00,-1.000000000000000000e+00,-1.709699481725692749e-01
8.000000000000000000e+00,1.760997749259615898e+09,-1.219365745559345413e+02,3.669294435030659685e+01,-1.000000000000000000e+00,-1.219365894391803522e+02,3.669314476568168004e+01,0.000000000000000000e+00,-1.000000000000000000e+00,2.096362352371215820e+00
8.000000000000000000e+00,1.760997750528052807e+09,-1.219363599331068855e+02,3.669291130153199987e+01,-1.000000000000000000e+00,-1.219368143297330391e+02,3.669353811486707428e+01,0.000000000000000000e+00,-1.000000000000000000e+00,5.936498641967773438e+00
8.000000000000000000e+00,1.760997751391226292e+09,-1.219361291244781142e+02,3.669287595665183943e+01,-1.000000000000000000e+00,-1.219368143297330391e+02,3.669353811486707428e+01,0.000000000000000000e+00,-1.000000000000000000e+00,8.423390388488769531e+00
8.000000000000000000e+00,1.760997752340752363e+09,-1.219359979875663669e+02,3.669285586338408223e+01,1.518163757324218750e+02,-1.219370314057241700e+02,3.669354338523758230e+01,0.000000000000000000e+00,1.518163757324218750e+02,8.932191848754882812e+00
8.000000000000000000e+00,1.760997752593498468e+09,-1.219358952669060869e+02,3.669284007382745472e+01,-1.000000000000000000e+00,-1.219370314057241700e+02,3.669354338523758230e+01,0.000000000000000000e+00,-1.000000000000000000e+00,9.278999328613281250e+00
8.000000000000000000e+00,1.760997753662160635e+09,-1.219356615450418815e+02,3.669280407518395037e+01,-1.000000000000000000e+00,-1.219370314057241700e+02,3.669354338523758230e+01,0.000000000000000000e+00,-1.000000000000000000e+00,1.033110618591308594e+01
8.000000000000000000e+00,1.760997754809811354e+09,-1.219354291198370106e+02,3.669276831614629231e+01,-1.000000000000000000e+00,-1.219370314057241700e+02,3.669354338523758230e+01,0.000000000000000000e+00,-1.000000000000000000e+00,1.210129547119140625e+01
8.000000000000000000e+00,1.760997755868052483e+09,-1.219351978360231925e+02,3.669273289321145626e+01,-1.000000000000000000e+00,-1.219370314057241700e+02,3.669354338523758230e+01,0.000000000000000000e+00,-1.000000000000000000e+00,1.447098064422607422e+01
8.000000000000000000e+00,1.760997757244596720e+09,-1.219349680831568747e+02,3.669269763643347915e+01,-1.000000000000000000e+00,-1.219369293275011472e+02,3.669394335901441195e+01,0.000000000000000000e+00,-1.000000000000000000e+00,1.743142509460449219e+01
8.000000000000000000e+00,1.760997758069029093e+09,-1.219347380379734176e+02,3.669266219605718504e+01,-1.000000000000000000e+00,-1.219369293275011472e+02,3.669394335901441195e+01,0.000000000000000000e+00,-1.000000000000000000e+00,2.032094955444335938e+01
8.000000000000000000e+00,1.760997758982078314e+09,-1.219346076259659810e+02,3.669264210879991595e+01,2.560971679687500000e+02,-1.219369351678083149e+02,3.669397466733190072e+01,0.000000000000000000e+00,2.560971679687500000e+02,2.145980644226074219e+01
8.000000000000000000e+00,1.760997759216487408e+09,-1.219345053281186182e+02,3.669262651017002952e+01,-1.000000000000000000e+00,-1.219369351678083149e+02,3.669397466733190072e+01,0.000000000000000000e+00,-1.000000000000000000e+00,2.210560035705566406e+01
8.000000000000000000e+00,1.760997760323970079e+09,-1.219342710155653009e+02,3.669259041218221995e+01,-1.000000000000000000e+00,-1.219369351678083149e+02,3.669397466733190072e+01,0.000000000000000000e+00,-1.000000000000000000e+00,2.259972000122070312e+01
8.000000000000000000e+00,1.760997761391010046e+09,-1.219340362617403599e+02,3.669255433210923911e+01,-1.000000000000000000e+00,-1.219369351678083149e+02,3.669397466733190072e+01,0.000000000000000000e+00,-1.000000000000000000e+00,2.238764762878417969e+01
8.000000000000000000e+00,1.760997762428878546e+09,-1.219338025611600926e+02,3.669251833716626265e+01,-1.000000000000000000e+00,-1.219369351678083149e+02,3.669397466733190072e+01,0.000000000000000000e+00,-1.000000000000000000e+00,2.133071899414062500e+01
8.000000000000000000e+00,1.760997763640705585e+09,-1.219335701003187893e+02,3.669248256093832339e+01,-1.000000000000000000e+00,-1.219369260764923695e+02,3.669398944953449160e+01,0.000000000000000000e+00,-1.000000000000000000e+00,1.963745307922363281e+01
8.000000000000000000e+00,1.760997764387306690e+09,-1.219333371403770059e+02,3.669244668311618796e+01,-1.000000000000000000e+00,-1.219369260764923695e+02,3.669398944953449160e+01,0.000000000000000000e+00,-1.000000000000000000e+00,1.806497383117675781e+01
8.000000000000000000e+00,1.760997765182016611e+09,-1.219332055282654039e+02,3.669242633004879650e+01,3.740718383789062500e+02,-1.219369236424592629e+02,3.669397748342414189e+01,0.000000000000000000e+00,3.740718383789062500e+02,1.759628105163574219e+01
8.000000000000000000e+00,1.760997765407331228e+09,-1.219331027574940265e+02,3.669241062376487150e+01,-1.000000000000000000e+00,-1.219369236424592629e+02,3.669397748342414189e+01,0.000000000000000000e+00,-1.000000000000000000e+00,1.743032073974609375e+01
