# chan,time,lonWG,latWG,slantRange,lonTarg,latTarg,lrauvHeading,planarRange,lrauvDepth
9.000000000000000000e+00,1.760048063068334579e+09,0.000000000000000000e+00,3.669397141061340761e+01,2.136394309997558594e+01,-9.151096814838820986e-06,3.669397371832683774e+01,-2.126141998805564926e-01,2.136394309997558594e+01,1.095023250579833984e+01
9.000000000000000000e+00,1.760048069567571163e+09,0.000000000000000000e+00,3.669415949501745899e+01,6.824959564208984375e+01,-6.000006874160193959e+00,3.669375075213534387e+01,-2.900889266418417156e-01,6.824959564208984375e+01,2.867003059387207031e+01
9.000000000000000000e+00,1.760048076791531086e+09,0.000000000000000000e+00,3.669402133044631142e+01,1.191298446655273438e+02,-1.199996619148421040e+01,3.669428134145325515e+01,-5.900889266418416490e-01,1.191298446655273438e+02,1.957797050476074219e+01
9.000000000000000000e+00,1.760048083156837225e+09,0.000000000000000000e+00,3.669376650362936942e+01,1.716578826904296875e+02,-1.199992827723611377e+01,3.669442017115722621e+01,-8.900889266418416934e-01,1.716578826904296875e+02,2.994502067565917969e+01
9.000000000000000000e+00,1.760048090352691889e+09,0.000000000000000000e+00,3.669331853964669676e+01,2.237793121337890625e+02,-1.199957050198307407e+01,3.669414011926349417e+01,-1.190088926641841738e+00,2.237793121337890625e+02,1.886024665832519531e+01
9.000000000000000000e+00,1.760048096681010723e+09,0.000000000000000000e+00,3.669246385433478252e+01,2.984272460937500000e+02,-1.199969175235063368e+01,3.669387230579091153e+01,-1.490088926641841782e+00,2.984272460937500000e+02,4.641189873218536377e-01
9.000000000000000000e+00,1.760048103022816181e+09,0.000000000000000000e+00,3.669198721747815028e+01,3.359604492187500000e+02,-1.199932852252580240e+01,3.669358811246169694e+01,-1.617296619463723495e+00,3.359604492187500000e+02,9.439372062683105469e+00
9.000000000000000000e+00,1.760048110147268057e+09,0.000000000000000000e+00,3.669137989920282905e+01,3.803855895996093750e+02,-1.199944123953095243e+01,3.669326692161730108e+01,-1.571992544104283240e+00,3.803855895996093750e+02,2.996745109558105469e+01
9.000000000000000000e+00,1.760048116559389114e+09,0.000000000000000000e+00,3.669082239813718616e+01,4.231995849609375000e+02,-1.199891144608448457e+01,3.669295755890523481e+01,-1.271992544104283196e+00,4.231995849609375000e+02,2.040088653564453125e+01
9.000000000000000000e+00,1.760048123780266523e+09,0.000000000000000000e+00,3.669020902094794678e+01,4.845805358886718750e+02,-1.199906415209011001e+01,3.669274711842502512e+01,-9.719925441042831515e-01,4.845805358886718750e+02,3.091319847106933594e+01
9.000000000000000000e+00,1.760048130185076237e+09,0.000000000000000000e+00,3.668971374339312064e+01,5.442200927734375000e+02,-1.199883915863584605e+01,3.669264324575690495e+01,-6.719925441042831071e-01,5.442200927734375000e+02,1.932951164245605469e+01
9.000000000000000000e+00,1.760048137329958200e+09,0.000000000000000000e+00,3.668901868390634036e+01,6.545520019531250000e+02,-1.199821817360125742e+01,3.669299003181261298e+01,-3.719925441042831182e-01,6.545520019531250000e+02,4.527070224285125732e-01
9.000000000000000000e+00,1.760048143649837017e+09,0.000000000000000000e+00,3.668878218711391526e+01,7.040368041992187500e+02,-1.199884313206013786e+01,3.669317161851916609e+01,-7.199254410428312934e-02,7.040368041992187500e+02,9.187598228454589844e+00
9.000000000000000000e+00,1.760048150820973396e+09,0.000000000000000000e+00,3.668871253111074537e+01,7.544334106445312500e+02,-1.199901124507733563e+01,3.669344723006761200e+01,2.280074558957168596e-01,7.544334106445312500e+02,2.975745582580566406e+01
9.000000000000000000e+00,1.760048157118026733e+09,0.000000000000000000e+00,3.668879820481838294e+01,7.891583251953125000e+02,-1.199894836465647607e+01,3.669373627660026216e+01,2.566894159041406831e-01,7.891583251953125000e+02,2.087975311279296875e+01
9.000000000000000000e+00,1.760048164189207554e+09,0.000000000000000000e+00,3.668895828438804330e+01,8.256900634765625000e+02,-1.199862350550974455e+01,3.669391789983858843e+01,2.533140174683901624e-01,8.256900634765625000e+02,3.063154220581054688e+01
9.000000000000000000e+00,1.760048170466850758e+09,0.000000000000000000e+00,3.668910722673663116e+01,8.598946533203125000e+02,-1.199884599973396071e+01,3.669416985478107307e+01,2.706274872987078917e-01,8.598946533203125000e+02,1.970455551147460938e+01
9.000000000000000000e+00,1.760048177809127569e+09,0.000000000000000000e+00,3.668934152777602264e+01,9.298589477539062500e+02,-1.200007042765151866e+01,3.668890524176778456e+01,5.923337091589697678e-02,9.298589477539062500e+02,4.621438980102539062e-01
9.000000000000000000e+00,1.760048184150613308e+09,0.000000000000000000e+00,3.668945037814885524e+01,9.708186035156250000e+02,-1.799997447842384446e+01,3.668208448816270817e+01,3.592333709158969657e-01,9.708186035156250000e+02,8.884526252746582031e+00
9.000000000000000000e+00,1.760048190649572372e+09,0.000000000000000000e+00,3.668959394827213316e+01,1.014336486816406250e+03,-1.799917059329873581e+01,3.668184616859411307e+01,5.923337091589697678e-02,1.014336486816406250e+03,2.720544433593750000e+01
